Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Background is expired ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Background performed on,03-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ABY is expired,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ABY performed on,03-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye FAM is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye FAM performed on,09-19-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye JUN is expired,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye JUN performed on,03-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye NED is expired,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye NED performed on,03-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ROX is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ROX performed on,09-19-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye SYBR is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye SYBR performed on,09-19-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye TAMRA is expired,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye TAMRA performed on,03-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye VIC is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye VIC performed on,09-19-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration ROI is expired ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration ROI performed on,03-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Uniformity is expired ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Uniformity performed on,03-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Created,2021-04-02 13:45:00 PM PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Barcode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,E:\DK\DK_T1_Anas_samples_p3.eds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,DK_T1_Anas_samples_p3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2021-04-02 10:30:43 AM PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Type,Standard Curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Name,      172310454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Serial Number,172310454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,QuantStudio™ 3 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-read Stage/Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-read Stage/Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantification Cycle Method,Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signal Smoothing On,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stage where Melt Analysis is performed,Stage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stage/ Cycle where Ct Analysis is performed,"Stage2, Step2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Y-Intercept,R(superscript 2),Slope,Efficiency,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Amp Status,Comments,Cq Conf,CQCONF,MTP,HIGHSD,Tm1,Tm2,Tm3,Tm4
1,A1,FALSE,NTC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.101,TRUE,3,39,No Amp,,0.000,N,N,N,60.001,,,
2,A2,FALSE,NTC,A,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.266,TRUE,3,35,No Amp,,0.000,N,N,N,87.539,,,
3,A3,FALSE,e1,Acerv,UNKNOWN,SYBR,None,16.414,16.553,0.197,,,,,,,,TRUE,0.101,TRUE,3,11,Amp,,0.983,N,N,N,75.582,,,
4,A4,FALSE,e1,A,UNKNOWN,SYBR,None,17.593,17.649,0.078,,,,,,,,TRUE,0.266,TRUE,3,11,Amp,,0.985,N,N,N,88.075,,,
5,A5,FALSE,e1,Acerv,UNKNOWN,SYBR,None,16.692,16.553,0.197,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.993,N,N,N,75.573,,,
6,A6,FALSE,e1,A,UNKNOWN,SYBR,None,17.704,17.649,0.078,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.983,N,N,N,87.767,,,
7,A7,FALSE,F1,Acerv,UNKNOWN,SYBR,None,16.463,17.235,1.091,,,,,,,,TRUE,0.101,TRUE,3,12,Amp,,0.978,N,N,Y,75.447,,,
8,A8,FALSE,F1,A,UNKNOWN,SYBR,None,17.908,17.779,0.183,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.920,N,N,N,87.804,,,
9,A9,FALSE,F1,Acerv,UNKNOWN,SYBR,None,18.006,17.235,1.091,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.895,N,N,Y,75.765,,,
10,A10,FALSE,F1,A,UNKNOWN,SYBR,None,17.650,17.779,0.183,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.895,N,N,N,87.993,,,
11,A11,FALSE,+,Acerv,UNKNOWN,SYBR,None,22.116,22.453,0.477,,,,,,,,TRUE,0.101,TRUE,3,17,Amp,,0.979,N,N,N,75.464,,,
12,A12,FALSE,+,A,UNKNOWN,SYBR,None,13.989,13.887,0.144,,,,,,,,TRUE,0.266,TRUE,3,9,Amp,,0.969,N,N,N,87.834,,,
13,B1,FALSE,G1,Acerv,UNKNOWN,SYBR,None,16.946,16.703,0.343,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.932,N,N,N,75.464,,,
14,B2,FALSE,G1,A,UNKNOWN,SYBR,None,17.734,17.816,0.115,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.984,N,N,N,87.686,,,
15,B3,FALSE,G1,Acerv,UNKNOWN,SYBR,None,16.460,16.703,0.343,,,,,,,,TRUE,0.101,TRUE,3,12,Amp,,0.988,N,N,N,75.582,,,
16,B4,FALSE,G1,A,UNKNOWN,SYBR,None,17.897,17.816,0.115,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.960,N,N,N,87.928,,,
17,B5,FALSE,H1,Acerv,UNKNOWN,SYBR,None,16.914,16.926,0.017,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.737,Y,N,N,75.280,,,
18,B6,FALSE,H1,A,UNKNOWN,SYBR,None,17.965,17.975,0.014,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.901,N,N,N,87.767,,,
19,B7,FALSE,H1,Acerv,UNKNOWN,SYBR,None,16.938,16.926,0.017,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.875,N,N,N,75.447,,,
20,B8,FALSE,H1,A,UNKNOWN,SYBR,None,17.985,17.975,0.014,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.842,N,N,N,87.657,,,
21,B9,FALSE,E2,Acerv,UNKNOWN,SYBR,None,17.153,17.118,0.049,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.841,N,N,N,75.618,,,
22,B10,FALSE,E2,A,UNKNOWN,SYBR,None,18.290,18.314,0.033,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.889,N,N,N,87.993,,,
23,B11,FALSE,E2,Acerv,UNKNOWN,SYBR,None,17.083,17.118,0.049,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.952,N,N,N,75.464,,,
